Total Stock Market Index Fund Investor Shares (VTSMX) , , ,  
Holding details,2020-07-31
 
Stocks holdings 
 ,SEDOL,Ticker,Holdings name,Shares,Market value,% of fund*,Sector,Market,Security depository receipt type
,"BLPNQJ1","ALTM","Altus Midstream Co. Class A",229449,$3111328.44,0.0003367196,"Oil & Gas Storage & Transportation","US",---
,"BF0T595","WRTC","Wrap Technologies Inc.",316849,$3105120.2,0.0003360477,"Electronic Equipment & Instruments","US",---
,"BDD1BM9","BIOC","Biocept Inc.",4181600,$3102747.2,0.0003357909,"Biotechnology","US",---
,"BD06KV9","OPBK","OP Bancorp",495945,$3084777.9,0.0003338462,"Thrifts & Mortgage Finance","US",---
,"BKC9Q28","CMBM","Cambium Networks Corp.",254421,$3078494.1,0.0003331661,"Communications Equipment","KY",---
,"B4NKX38","MITT","AG Mortgage Investment Trust Inc.",1103029,$3077450.91,0.0003330532,"Mortgage REITs","US",---
,"BYZ1F99","CBIO","Catalyst Biosciences Inc.",600549,$3068805.39,0.0003321176,"Biotechnology","US",---
,"B01TPN3","HIL","Hill International Inc.",2112616,$3063293.2,0.000331521,"Research & Consulting Services","US",---
,"2966144","RRGB","Red Robin Gourmet Burgers Inc.",349374,$3053528.76,0.0003304643,"Restaurants","US",---
,"BF5R077","MRBK","Meridian Corp.",202638,$3043622.76,0.0003293922,"Regional Banks","US",---
,"BFXGKR6","APTX","Aptinyx Inc.",804915,$3034529.55,0.0003284081,"Biotechnology","US",---
,"BJBZRJ4","HBT","HBT Financial Inc.",252396,$3033799.92,0.0003283292,"Regional Banks","US",---
,"B89MJ94","GEOS","Geospace Technologies Corp.",401682,$3032699.1,0.00032821,"Oil & Gas Equipment & Services","US",---
,"2420736","FUNC","First United Corp.",280093,$3027805.33,0.0003276804,"Regional Banks","US",---
,"B9GT0J2","VUZI","Vuzix Corp.",733320,$3021278.4,0.000326974,"Consumer Electronics","US",---
,"B17BCQ2","SNCR","Synchronoss Technologies Inc.",912531,$3011352.3,0.0003258998,"Application Software","US",---
,"BKPX8S7","AVEO","AVEO Pharmaceuticals Inc.",705382,$3004927.32,0.0003252045,"Biotechnology","US",---
,"B80H073","CEMI","Chembio Diagnostics Inc.",542939,$3002452.67,0.0003249366,"Health Care Supplies","US",---
,"B8421W6","WMC","Western Asset Mortgage Capital Corp.",1417191,$2990273.01,0.0003236185,"Mortgage REITs","US",---
,"B1CWK77","ESXB","Community Bankers Trust Corp.",579381,$2989605.96,0.0003235463,"Regional Banks","US",---
,"2603247","DLA","Delta Apparel Inc.",211648,$2980003.84,0.0003225071,"Apparel, Accessories & Luxury Goods","US",---
,"BD3CMM9","MBIO","Mustang Bio Inc.",958613,$2952528.04,0.0003195336,"Biotechnology","US",---
,"2909064","ULBI","Ultralife Corp.",414263,$2941267.3,0.0003183149,"Electrical Components & Equipment","US",---
,"BZ1L7N8","SHSP","SharpSpring Inc.",362676,$2926795.32,0.0003167487,"Application Software","US",---
,"BD0R8C9","MNSB","MainStreet Bancshares Inc.",226096,$2923421.28,0.0003163836,"Regional Banks","US",---
,"BF22688","HBB","Hamilton Beach Brands Holding Co. Class A",192248,$2922169.6,0.0003162481,"Household Appliances","US",---
,"BLP68D8","HCHC","HC2 Holdings Inc.",1075504,$2914615.84,0.0003154306,"Construction & Engineering","US",---
,"BJ4LDP7","HARP","Harpoon Therapeutics Inc.",264272,$2909634.72,0.0003148915,"Biotechnology","US",---
,"BP4WT32","SPKE","Spark Energy Inc. Class A",385196,$2908229.8,0.0003147395,"Electric Utilities","US",---
,"B1FH4T9","XXII","22nd Century Group Inc.",3650521,$2892307.79,0.0003130163,"Tobacco","US",---
,"2122883","MRLN","Marlin Business Services Corp.",393236,$2886352.24,0.0003123718,"Specialized Finance","US",---
,"BKMQX40","PINE","Alpine Income Property Trust Inc.",205500,$2885220,0.0003122493,"Diversified REITs","US",---
,"2421546","FRBK","Republic First Bancorp Inc.",1233160,$2873262.8,0.0003109552,"Regional Banks","US",---
,"BD06CS0","KALV","KalVista Pharmaceuticals Inc.",291774,$2868138.42,0.0003104006,"Biotechnology","US",---
,"BJCYG26","ONEW","OneWater Marine Inc.",114173,$2854325,0.0003089057,"Automotive Retail","US",---
,"2190921","CHMG","Chemung Financial Corp.",105532,$2850419.32,0.000308483,"Regional Banks","US",---
,"BJHGB11","CYCN","Cyclerion Therapeutics Inc.",744193,$2842817.26,0.0003076603,"Biotechnology","US",---
,"B3DLY42","FSFG","First Savings Financial Group Inc.",66235,$2814987.5,0.0003046485,"Regional Banks","US",---
,"BJMSX83","LCTX","Lineage Cell Therapeutics Inc.",3430046,$2812637.72,0.0003043942,"Biotechnology","US",---
,"BJ35BP6","REPH","Recro Pharma Inc.",684253,$2798594.77,0.0003028744,"Pharmaceuticals","US",---
,"BHWGYD5","CATB","Catabasis Pharmaceuticals Inc.",484051,$2797814.78,0.00030279,"Biotechnology","US",---
,"BDD0V60","PPIH","Perma-Pipe International Holdings Inc.",472430,$2792061.3,0.0003021673,"Industrial Machinery","US",---
,"B1BSBB7","PRGX","PRGX Global Inc.",516789,$2790660.6,0.0003020157,"Data Processing & Outsourced Services","US",---
,"BFZZJ96","MESA","Mesa Air Group Inc.",898143,$2784243.3,0.0003013212,"Airlines","US",---
,"2627816","NATR","Nature's Sunshine Products Inc.",292701,$2783586.51,0.0003012501,"Personal Products","US",---
,"2022585","SRT","StarTek Inc.",568570,$2774621.6,0.0003002799,"Data Processing & Outsourced Services","US",---
,"BKX6MK8","BGSF","BG Staffing Inc.",305568,$2774557.44,0.000300273,"Human Resource & Employment Services","US",---
,"2767013","SGA","Saga Communications Inc. Class A",118530,$2771231.4,0.000299913,"Broadcasting","US",---
,"B7DX5Y3","YRCW","YRC Worldwide Inc.",1017816,$2768459.52,0.000299613,"Trucking","US",---
,"2552565","EVBN","Evans Bancorp Inc.",124939,$2754904.95,0.0002981461,"Regional Banks","US",---
,"BJHTKK2","MTBC","MTBC Inc.",253350,$2753914.5,0.0002980389,"Health Care Technology","US",---
,"B7ZN8B9","GALT","Galectin Therapeutics Inc.",1051163,$2743535.43,0.0002969156,"Biotechnology","US",---
,"2732141","REFR","Research Frontiers Inc.",808942,$2734223.96,0.0002959079,"Electronic Equipment & Instruments","US",---
,"BJM0G57","TELA","Tela Bio Inc.",233720,$2720500.8,0.0002944227,"Health Care Supplies","US",---
,"B3VL8R5","ASPS","Altisource Portfolio Solutions SA",202525,$2719910.75,0.0002943589,"Real Estate Services","LU",---
,"B7LD6B9","EMKR","EMCORE Corp.",776629,$2718201.5,0.0002941739,"Communications Equipment","US",---
,"BWTNW74","PFHD","Professional Holding Corp. Class A",240000,$2714400,0.0002937625,"Regional Banks","US",---
,"BGQT8S6","CBNK","Capital Bancorp Inc.",255537,$2713802.94,0.0002936979,"Regional Banks","US",---
,"BD5G1Z5","ESQ","Esquire Financial Holdings Inc.",174299,$2710349.45,0.0002933241,"Regional Banks","US",---
,"B16P748","GFN","General Finance Corp.",460722,$2709045.36,0.000293183,"Trading Companies & Distributors","US",---
,"B4626P4","VRA","Vera Bradley Inc.",617233,$2706566.71,0.0002929147,"Apparel, Accessories & Luxury Goods","US",---
,"2331786","FARM","Farmer Bros Co.",543382,$2706042.36,0.000292858,"Packaged Foods & Meats","US",---
,"BFNJ8L5","AGS","PlayAGS Inc.",798443,$2698737.34,0.0002920674,"Casinos & Gaming","US",---
,"BF7J9X0","CCB","Coastal Financial Corp./WA",201843,$2698640.91,0.000292057,"Regional Banks","US",---
,"2232094","CRD.A","Crawford & Co. Class A",367705,$2695277.65,0.000291693,"Insurance Brokers","US",---
,"BFBN2Y0","FUV","Arcimoto Inc.",481424,$2686345.92,0.0002907264,"Motorcycle Manufacturers","US",---
,"2083968","UNTY","Unity Bancorp Inc.",213454,$2670309.54,0.0002889909,"Regional Banks","US",---
,"2647256","AUBN","Auburn National BanCorp Inc.",58617,$2667073.5,0.0002886406,"Regional Banks","US",---
,"BKBS529","AXLA","Axcella Health Inc.",593458,$2664626.42,0.0002883758,"Biotechnology","US",---
,"BCZS831","EVOK","Evoke Pharma Inc.",721196,$2661213.24,0.0002880064,"Pharmaceuticals","US",---
,"BFMFL82","EVLO","Evelo Biosciences Inc.",697917,$2659063.77,0.0002877738,"Biotechnology","US",---
,"BD8ZGH6","CTIC","CTI BioPharma Corp.",1748058,$2639567.58,0.0002856639,"Biotechnology","US",---
,"B1LSSB6","ZN","Zion Oil & Gas Inc.",5857111,$2635699.95,0.0002852453,"Oil & Gas Exploration & Production","US",---
,"B86PXS3","MLVF","Malvern Bancorp Inc.",217730,$2630178.4,0.0002846477,"Regional Banks","US",---
,"2659002","OBCI","Ocean Bio-Chem Inc.",163208,$2612960.08,0.0002827843,"Household Products","US",---
,"2816551","FTK","Flotek Industries Inc.",1892315,$2611394.7,0.0002826149,"Specialty Chemicals","US",---
,"BDRW1N9","JNCE","Jounce Therapeutics Inc.",570130,$2611195.4,0.0002825933,"Biotechnology","US",---
,"B02GMS7","CVGI","Commercial Vehicle Group Inc.",1113179,$2604838.86,0.0002819054,"Construction Machinery & Heavy Trucks","US",---
,"BL2HYY7","CSPR","Casper Sleep Inc.",282181,$2604530.63,0.000281872,"Home Furnishings","US",---
,"BK4W379","XGN","Exagen Inc.",207653,$2585279.85,0.0002797886,"Health Care Services","US",---
,"2737102","MPX","Marine Products Corp.",201101,$2580125.83,0.0002792308,"Leisure Products","US",---
,"BZ6VMW7","AC","Associated Capital Group Inc. Class A",63741,$2577686.04,0.0002789668,"Asset Management & Custody Banks","US",---
,"BD254C3","SESN","Sesen Bio Inc.",2475212,$2574220.48,0.0002785917,"Biotechnology","US",---
,"BJQTN59","APRN","Blue Apron Holdings Inc. Class A",214749,$2570545.53,0.000278194,"Internet & Direct Marketing Retail","US",---
,"BD8NPB7","FNCB","FNCB Bancorp Inc.",459377,$2567917.43,0.0002779096,"Regional Banks","US",---
,"BYRD7L9","CERC","Cerecor Inc.",939669,$2565296.37,0.0002776259,"Pharmaceuticals","US",---
,"BD1KJP7","LBC","Luther Burbank Corp.",267578,$2560721.46,0.0002771308,"Thrifts & Mortgage Finance","US",---
,"BMWCNP3","INVE","Identiv Inc.",498106,$2550302.72,0.0002760033,"Electronic Equipment & Instruments","US",---
,"BZ0G154","AGFS","AgroFresh Solutions Inc.",1033962,$2522867.28,0.0002730341,"Fertilizers & Agricultural Chemicals","US",---
,"BK945L8","LUMO","Lumos Pharma Inc.",177113,$2518546.86,0.0002725665,"Biotechnology","US",---
,"B0WW4L2","URG","Ur-Energy Inc.",4610759,$2511941.5,0.0002718517,"Coal & Consumable Fuels","CA",---
,"B57M9P1","EBMT","Eagle Bancorp Montana Inc.",162151,$2505232.95,0.0002711257,"Regional Banks","US",---
,"2323352","MLSS","Milestone Scientific Inc.",1289433,$2488605.69,0.0002693262,"Health Care Equipment","US",---
,"2381543","MBCN","Middlefield Banc Corp.",140636,$2480819.04,0.0002684835,"Regional Banks","US",---
,"2518783","AGM.A","Federal Agricultural Mortgage Corp. Class A",43002,$2472615,0.0002675956,"Thrifts & Mortgage Finance","US",---
,"BYNS707","LPTX","Leap Therapeutics Inc.",1205117,$2470489.85,0.0002673656,"Biotechnology","US",---
,"BD1MRP9","CALB","California Bancorp Inc.",187796,$2462005.56,0.0002664474,"Regional Banks","US",---
,"2863074","FCCO","First Community Corp./SC",183681,$2461325.4,0.0002663738,"Regional Banks","US",---
,"2494515","CFFI","C&F Financial Corp.",83746,$2457945.1,0.000266008,"Regional Banks","US",---
,"B2RB076","MHLD","Maiden Holdings Ltd.",1741731,$2455840.71,0.0002657802,"Reinsurance","BM",---
,"BKTZS78","BLPH","Bellerophon Therapeutics Inc.",191133,$2454147.72,0.000265597,"Health Care Equipment","US",---
,"BZ57GY6","SURF","Surface Oncology Inc.",469526,$2446230.46,0.0002647402,"Biotechnology","US",---
,"B9B9F36","ATLC","Atlanticus Holdings Corp.",298060,$2435150.2,0.000263541,"Consumer Finance","US",---
,"2022239","CNTY","Century Casinos Inc.",599954,$2417814.62,0.0002616649,"Casinos & Gaming","US",---
,"2704292","PDEX","Pro-Dex Inc.",127175,$2416325,0.0002615037,"Health Care Equipment","US",---
,"BG5HXX1","LEGH","Legacy Housing Corp.",175028,$2404884.72,0.0002602656,"Homebuilding","US",---
,"BYXGN81","SVRA","Savara Inc.",1202790,$2393552.1,0.0002590391,"Biotechnology","US",---
,"2516817","AI","Arlington Asset Investment Corp. Class A",878679,$2390006.88,0.0002586555,"Mortgage REITs","US",---
,"BCFKQV1","MBII","Marrone Bio Innovations Inc.",2140114,$2375526.54,0.0002570883,"Fertilizers & Agricultural Chemicals","US",---
,"B91MNB9","RSSS","Research Solutions Inc./CA",1004831,$2351304.54,0.0002544669,"IT Consulting & Other Services","US",---
,"2305640","EDUC","Educational Development Corp.",176144,$2349760.96,0.0002542999,"Distributors","US",---
,"BKWQKM7","LE","Lands' End Inc.",272581,$2349648.22,0.0002542877,"Internet & Direct Marketing Retail","US",---
,"BJ4T016","KLDO","Kaleido Biosciences Inc.",391597,$2337834.09,0.0002530091,"Pharmaceuticals","US",---
,"B5STJG2","ACRX","AcelRx Pharmaceuticals Inc.",2142380,$2335194.2,0.0002527234,"Pharmaceuticals","US",---
,"2986153","NGS","Natural Gas Services Group Inc.",365316,$2330716.08,0.0002522388,"Oil & Gas Equipment & Services","US",---
,"2232072","CRD.B","Crawford & Co. Class B",350392,$2330106.8,0.0002521728,"Insurance Brokers","US",---
,"BKS3LH4","DMTK","DermTech Inc.",219700,$2326623,0.0002517958,"Biotechnology","US",---
,"2536440","RDI","Reading International Inc. Class A",532243,$2320579.48,0.0002511418,"Movies & Entertainment","US",---
,"BZB13V8","SCWX","SecureWorks Corp. Class A",193975,$2319941,0.0002510727,"Systems Software","US",---
,"BD8ZZ24","BHR","Braemar Hotels & Resorts Inc.",950108,$2318263.52,0.0002508911,"Hotel & Resort REITs","US",---
,"BJ2SNT4","LJPC","La Jolla Pharmaceutical Co.",582183,$2317088.34,0.0002507639,"Biotechnology","US",---
,"B03DVM4","MNTX","Manitex International Inc.",512122,$2309670.22,0.0002499611,"Construction Machinery & Heavy Trucks","US",---
,"2604217","HWBK","Hawthorn Bancshares Inc.",139802,$2309529.04,0.0002499458,"Regional Banks","US",---
,"B1BQMW9","PCYG","Park City Group Inc.",528314,$2308732.18,0.0002498596,"Application Software","US",---
,"BDRTC59","FLMN","Falcon Minerals Corp.",918900,$2306439,0.0002496114,"Oil & Gas Exploration & Production","US",---
,"BYQNYR5","SENS","Senseonics Holdings Inc.",4827947,$2306310.28,0.0002495975,"Health Care Supplies","US",---
,"B986ZL8","PEIX","Pacific Ethanol Inc.",980570,$2304339.5,0.0002493842,"Oil & Gas Refining & Marketing","US",---
,"BYP97Q4","DLTH","Duluth Holdings Inc.",311560,$2302428.4,0.0002491774,"Internet & Direct Marketing Retail","US",---
,"BDC6H83","PAVM","PAVmed Inc.",1156416,$2301267.84,0.0002490518,"Health Care Equipment","US",---
,"2884280","TTI","TETRA Technologies Inc.",3415280,$2298824.97,0.0002487874,"Oil & Gas Equipment & Services","US",---
,"B43T7G6","DLHC","DLH Holdings Corp.",226007,$2296231.12,0.0002485067,"Human Resource & Employment Services","US",---
,"BYM7727","HZN","Horizon Global Corp.",556734,$2288176.74,0.000247635,"Auto Parts & Equipment","US",---
,"2128740","BASI","Bioanalytical Systems Inc.",426070,$2287995.9,0.0002476154,"Life Sciences Tools & Services","US",---
,"B1WTHL1","ORN","Orion Group Holdings Inc.",792966,$2283742.08,0.0002471551,"Construction & Engineering","US",---
,"BJTZQ88","PROS","ProSight Global Inc.",290543,$2283667.98,0.0002471471,"Property & Casualty Insurance","US",---
,"BN33VS1","RESN","Resonant Inc.",826161,$2280204.36,0.0002467722,"Communications Equipment","US",---
,"2083526","BSET","Bassett Furniture Industries Inc.",259296,$2274025.92,0.0002461036,"Home Furnishings","US",---
,"B032TT4","CBFV","CB Financial Services Inc.",130850,$2263705,0.0002449866,"Regional Banks","US",---
,"BK4PZ38","VIR","Vir Biotechnology Inc.",47376,$2262677.76,0.0002448754,"Biotechnology","US",---
,"BF4KTN6","PDLB","PDL Community Bancorp",248324,$2259748.4,0.0002445584,"Thrifts & Mortgage Finance","US",---
,"BJVJZD6","VAL","Valaris plc Class A",5725186,$2244845.43,0.0002429455,"Oil & Gas Drilling","GB",---
,"BZ03R68","ZYNE","Zynerba Pharmaceuticals Inc.",598065,$2242743.75,0.0002427181,"Pharmaceuticals","US",---
,"BJHG360","YCBD","cbdMD Inc.",678500,$2239050,0.0002423183,"Pharmaceuticals","US",---
,"B3YM983","QUAD","Quad/Graphics Inc.",718815,$2235514.65,0.0002419357,"Commercial Printing","US",---
,"BYSY8V8","WTER","Alkaline Water Co. Inc.",1103203,$2228470.06,0.0002411733,"Soft Drinks","US",---
,"B1BYGH6","ZAGG","ZAGG Inc.",780631,$2224798.35,0.000240776,"Consumer Electronics","US",---
,"BBXZ194","ADES","Advanced Emissions Solutions Inc.",534255,$2222500.8,0.0002405273,"Specialty Chemicals","US",---
,"BDD8XX5","LEAF","Leaf Group Ltd.",432519,$2218822.47,0.0002401292,"Internet & Direct Marketing Retail","US",---
,"B28HSP7","PZN","Pzena Investment Management Inc. Class A",422399,$2213370.76,0.0002395392,"Asset Management & Custody Banks","US",---
,"BDFYV82","ELVT","Elevate Credit Inc.",1146170,$2212108.1,0.0002394026,"Consumer Finance","US",---
,"BYQD7L0","JAX","J Alexander's Holdings Inc.",546582,$2197259.64,0.0002377956,"Restaurants","US",---
,"BKZGXY7","WATT","Energous Corp.",706614,$2176371.12,0.000235535,"Electrical Components & Equipment","US",---
,"BYQQ1Q2","SWKH","SWK Holdings Corp.",171796,$2168065.52,0.0002346361,"Specialized Finance","US",---
,"B054JQ5","MFNC","Mackinac Financial Corp.",237842,$2164362.2,0.0002342353,"Regional Banks","US",---
,"BYX7R93","GEC","Great Elm Capital Group Inc.",830451,$2159172.6,0.0002336737,"Asset Management & Custody Banks","US",---
,"BYND5W0","RRD","RR Donnelley & Sons Co.",1908393,$2156484.09,0.0002333827,"Commercial Printing","US",---
,"2136055","PROV","Provident Financial Holdings Inc.",176686,$2155569.2,0.0002332837,"Thrifts & Mortgage Finance","US",---
,"BKLF274","GRTX","Galera Therapeutics Inc.",309002,$2150653.92,0.0002327518,"Biotechnology","US",---
,"BDX94W4","QUMU","Qumu Corp.",460283,$2149521.61,0.0002326292,"Application Software","US",---
,"BFNYRJ1","PBIP","Prudential Bancorp Inc.",191884,$2149100.8,0.0002325837,"Thrifts & Mortgage Finance","US",---
,"2515773","LCUT","Lifetime Brands Inc.",304548,$2147063.4,0.0002323632,"Housewares & Specialties","US",---
,"BZ1NTH2","VRCA","Verrica Pharmaceuticals Inc.",325091,$2132596.96,0.0002307976,"Pharmaceuticals","US",---
,"BKLTT19","XAIR","Beyond Air Inc.",340949,$2117293.29,0.0002291414,"Health Care Equipment","US",---
,"2890265","TWI","Titan International Inc.",1419716,$2115376.84,0.000228934,"Agricultural & Farm Machinery","US",---
,"BKDWYT9","BW","Babcock & Wilcox Enterprises Inc.",918791,$2113219.3,0.0002287005,"Heavy Electrical Equipment","US",---
,"BJFFL10","MR","Montage Resources Corp.",492406,$2112421.74,0.0002286142,"Oil & Gas Exploration & Production","US",---
,"2908685","TWIN","Twin Disc Inc.",358205,$2099081.3,0.0002271704,"Construction Machinery & Heavy Trucks","US",---
,"BJFD1T2","FVE","Five Star Senior Living Inc.",462308,$2098878.32,0.0002271484,"Health Care Facilities","US",---
,"BL1J6B5","NREF","Nexpoint Real Estate Finance Inc.",131900,$2097210,0.0002269679,"Mortgage REITs","US",---
,"BZ02V30","CTRA","Contura Energy Inc.",526551,$2090407.47,0.0002262317,"Steel","US",---
,"BLN7XQ1","ALXO","ALX Oncology Holdings Inc.",63716,$2083513.2,0.0002254856,"Biotechnology","US",---
,"BH4GV10","IMRA","IMARA Inc.",103014,$2079852.66,0.0002250894,"Pharmaceuticals","US",---
,"BYWSWR0","WLL","Whiting Petroleum Corp.",2658815,$2073875.7,0.0002244426,"Oil & Gas Exploration & Production","US",---
,"B5L94X1","MN","Manning & Napier Inc.",591269,$2069441.5,0.0002239627,"Asset Management & Custody Banks","US",---
,"BYX1RW8","STND","Standard AVB Financial Corp.",103063,$2067443.78,0.0002237465,"Thrifts & Mortgage Finance","US",---
,"2799384","SIEB","Siebert Financial Corp.",592275,$2049271.5,0.0002217798,"Investment Banking & Brokerage","US",---
,"2482026","NTIC","Northern Technologies International Corp.",236637,$2042177.31,0.000221012,"Specialty Chemicals","US",---
,"BJLD0Y4","MEC","Mayville Engineering Co. Inc.",268889,$2040867.51,0.0002208703,"Industrial Machinery","US",---
,"BDZPJS1","TEUM","Pareteum Corp.",2926761,$2039952.42,0.0002207713,"Application Software","US",---
,"BGSGXX5","ARAV","Aravive Inc.",345908,$2037398.12,0.0002204948,"Biotechnology","US",---
,"BYQDT70","BNED","Barnes & Noble Education Inc.",954599,$2023749.88,0.0002190178,"Specialty Stores","US",---
,"BYX38M1","ALPN","Alpine Immune Sciences Inc.",175417,$2017295.5,0.0002183192,"Biotechnology","US",---
,"2352884","FEIM","Frequency Electronics Inc.",192502,$2015495.94,0.0002181245,"Electronic Equipment & Instruments","US",---
,"BYP7GN8","BOXL","Boxlight Corp. Class A",932979,$2015234.64,0.0002180962,"Technology Hardware, Storage & Periphera","US",---
,"B28FZ94","FFNW","First Financial Northwest Inc.",220880,$2010008,0.0002175306,"Regional Banks","US",---
,"B8N2HP2","BWEN","Broadwind Inc.",434013,$2009480.19,0.0002174734,"Heavy Electrical Equipment","US",---
,"BF5S9H3","PESI","Perma-Fix Environmental Services Inc.",285628,$2007964.84,0.0002173094,"Environmental & Facilities Services","US",---
,"2680767","PEI","Pennsylvania REIT",1697244,$2002747.92,0.0002167448,"Retail REITs","US",---
,"2867805","SYNL","Synalloy Corp.",280770,$1993467,0.0002157404,"Steel","US",---
,"2944281","USAP","Universal Stainless & Alloy Products Inc.",275820,$1983145.8,0.0002146234,"Steel","US",---
,"BYNXZ97","GDP","Goodrich Petroleum Corp.",265810,$1980284.5,0.0002143138,"Oil & Gas Exploration & Production","US",---
,"2714569","UBFO","United Security Bancshares/Fresno CA",314496,$1968744.96,0.0002130649,"Regional Banks","US",---
,"BYVQJ96","AQST","Aquestive Therapeutics Inc.",373583,$1965046.58,0.0002126647,"Pharmaceuticals","US",---
,"BGV8J85","EQ","Equillium Inc.",203300,$1961845,0.0002123182,"Biotechnology","US",---
,"2449128","LPTH","LightPath Technologies Inc. Class A",453035,$1957111.2,0.0002118059,"Electronic Equipment & Instruments","US",---
,"BJRFDJ0","REKR","Rekor Systems Inc.",490647,$1947868.59,0.0002108056,"Research & Consulting Services","US",---
,"BFWGXQ7","TCS","Container Store Group Inc.",563280,$1943316,0.0002103129,"Specialty Stores","US",---
,"BDRJH21","EOLS","Evolus Inc.",595634,$1941766.84,0.0002101452,"Pharmaceuticals","US",---
,"B464DZ9","EXPR","Express Inc.",1921945,$1941164.45,0.00021008,"Apparel Retail","US",---
,"BJKGLW9","INMB","Inmune Bio Inc.",166550,$1935311,0.0002094466,"Biotechnology","US",---
,"2036779","WLFC","Willis Lease Finance Corp.",99130,$1933035,0.0002092002,"Trading Companies & Distributors","US",---
,"B770B19","SYNC","Synacor Inc.",1651360,$1932091.2,0.0002090981,"Application Software","US",---
,"2033242","CDR","Cedar Realty Trust Inc.",2365218,$1924104.84,0.0002082338,"Retail REITs","US",---
,"BF12XF5","GRTS","Gritstone Oncology Inc.",598855,$1919330.28,0.0002077171,"Biotechnology","US",---
,"2060358","ALOT","AstroNova Inc.",278254,$1914387.52,0.0002071821,"Technology Hardware, Storage & Periphera","US",---
,"2647751","GCBC","Greene County Bancorp Inc.",87559,$1885145.27,0.0002040174,"Thrifts & Mortgage Finance","US",---
,"BFBFTS9","FLNT","Fluent Inc.",1032518,$1879182.76,0.0002033722,"Advertising","US",---
,"BDD1B52","MYFW","First Western Financial Inc.",132755,$1873173.05,0.0002027218,"Regional Banks","US",---
,"2620503","PEBK","Peoples Bancorp of North Carolina Inc.",111619,$1847294.45,0.0001999211,"Regional Banks","US",---
,"BJVLKZ9","SAVA","Cassava Sciences Inc.",579936,$1838397.12,0.0001989582,"Pharmaceuticals","US",---
,"BZ0XMW9","MARK","Remark Holdings Inc.",1175227,$1821601.85,0.0001971405,"Internet & Direct Marketing Retail","US",---
,"BFXX646","MRKR","Marker Therapeutics Inc.",904972,$1818993.72,0.0001968583,"Biotechnology","US",---
,"2580447","MFIN","Medallion Financial Corp.",552377,$1817320.33,0.0001966772,"Consumer Finance","US",---
,"B019FQ6","OVLY","Oak Valley Bancorp",140618,$1799910.4,0.000194793,"Regional Banks","US",---
,"2025056","PLBC","Plumas Bancorp",86202,$1799035.74,0.0001946983,"Regional Banks","US",---
,"2620473","PMBC","Pacific Mercantile Bancorp",482797,$1791176.87,0.0001938478,"Regional Banks","US",---
,"BMFYGV3","ASRT","Assertio Holdings Inc.",1986395,$1788947.34,0.0001936065,"Pharmaceuticals","US",---
,"B7ZQY43","DGLY","Digital Ally Inc.",569178,$1787218.92,0.0001934195,"Electronic Equipment & Instruments","US",---
,"BKT61V6","EEX","Emerald Holding Inc.",654750,$1780920,0.0001927378,"Advertising","US",---
,"2G4D298",---,"Alder BioPharmaceuticals CVR Exp. 12/31/2024",2021007,$1778486.16,0.0001924744,"Biotechnology","US",---
,"BGC2LM4","CMLS","Cumulus Media Inc. Class A",451713,$1775232.09,0.0001921222,"Broadcasting","US",---
,"B16T717","DBCP","Delmar Bancorp",304800,$1773936,0.000191982,"Regional Banks","US",---
,"BF15K75","LIVX","LiveXLive Media Inc.",585301,$1773462.03,0.0001919307,"Movies & Entertainment","US",---
,"BF49P79","PBPB","Potbelly Corp.",502785,$1759747.5,0.0001904464,"Restaurants","US",---
,"BDRXY22","HCFT","Hunt Cos. Finance Trust Inc.",795708,$1758514.68,0.000190313,"Mortgage REITs","US",---
,"BYMM863","PTI","Proteostasis Therapeutics Inc.",1195732,$1757726.04,0.0001902277,"Biotechnology","US",---
,"2615112","EVC","Entravision Communications Corp. Class A",1328107,$1753101.24,0.0001897271,"Broadcasting","US",---
,"B8DV0M7","SBFG","SB Financial Group Inc.",141145,$1753020.9,0.0001897184,"Regional Banks","US",---
,"BHL1D12","EVSI","Envision Solar International Inc.",123407,$1749911.26,0.0001893819,"Semiconductors","US",---
,"2761123","CMT","Core Molding Technologies Inc.",379867,$1747388.2,0.0001891089,"Commodity Chemicals","US",---
,"2616085","LTRX","Lantronix Inc.",433872,$1735488,0.000187821,"Communications Equipment","US",---
,"BJHTCB7","PULM","Pulmatrix Inc.",1311500,$1731180,0.0001873547,"Pharmaceuticals","US",---
,"BYY97H6","AFI","Armstrong Flooring Inc.",582389,$1729695.33,0.0001871941,"Building Products","US",---
,"2386827","GBL","GAMCO Investors Inc. Class A",146252,$1724311.08,0.0001866114,"Asset Management & Custody Banks","US",---
,"BYZM9S9","NETE","Net Element Inc.",117351,$1722712.68,0.0001864384,"Application Software","US",---
,"BK8WN64","ELA","Envela Corp.",406268,$1718513.64,0.0001859839,"Specialty Stores","US",---
,"2549136","OVBC","Ohio Valley Banc Corp.",87025,$1714392.5,0.0001855379,"Regional Banks","US",---
,"B7D67L3","ONVO","Organovo Holdings Inc.",2598783,$1712338.12,0.0001853156,"Biotechnology","US",---
,"BKT1TK6","CLPT","ClearPoint Neuro Inc.",383491,$1706534.95,0.0001846876,"Health Care Equipment","US",---
,"BJFFL21","SOLY","Soliton Inc.",264866,$1705737.04,0.0001846012,"Health Care Equipment","US",---
